Time.point.number	p_1	p_2	p_2	p_1	p_2	p_1	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_2
FOLSYN.PWY..superpathway.of.tetrahydrofolate.biosynthesis.and.salvage	10.7538	13.4171	10.9815	1.93481	1.71631	10.3538	8.31304	0	8.39968	2.738	7.0805	0	3.61928	14.9244	5.29906	13.6298	18.6039	20.4262	22.0852	1.00426	1.42088	3.23902	10.8466	6.98535	9.20077	8.89471	8.12491	8.17692	6.85578	14.4182	0.695234	4.42546	0	7.06618	5.46477	19.9495	23.3871	28.5172	6.11808	4.51125	3.14373	75.1975	16.4239	0	8.52275	4.94633	5.85143	52.2935	41.2877	14.7165	4.74108	9.18625	3.43734	0	3.70502	3.94753	7.49971	6.96975	3.56686	18.5652	0	6.13875	9.52696	7.53906	3.78844	2.32866	8.32897	2.88371	7.59663	0.508051	12.2498	4.38422	0	4.49093	1.15967	14.8319	0.847962	5.66876	36.2132	3.12459
FUC.RHAMCAT.PWY..superpathway.of.fucose.and.rhamnose.degradation	12.6945	9.43697	10.1469	0.872279	1.34156	3.16236	4.13812	1.37704	0.843131	0	6.35515	2.96827	1.84752	14.3297	6.09176	1.60425	25.3933	20.2482	23.6589	2.06089	0.30801	1.35383	3.9964	4.49684	3.42249	6.14685	20.0026	0	0	3.26624	3.07684	0	1.33358	9.29323	6.03498	11.415	2.73032	51.8353	8.93699	2.39363	0.78336	117.512	2.32492	0	1.29571	2.35275	1.6734	60.9513	49.4362	8.08453	0	3.04654	0	1.07514	0	2.45362	3.08876	6.75314	0	27.6283	3.13426	6.55715	2.86033	4.19209	2.395	3.00064	4.02373	2.35532	0	0.763115	12.1447	0.24817	0	2.99464	2.70192	8.57771	0.538562	5.5729	28.4396	3.03413
FUCCAT.PWY..fucose.degradation	8.71215	7.60422	6.08236	0.674355	1.31834	3.9397	2.61073	0.621596	0.726017	0.783194	6.12375	2.02697	0.985158	12.5151	3.43939	6.85851	29.4341	18.2817	18.3668	1.12398	0.366249	0.720439	9.09864	3.61307	1.66673	3.10014	13.754	2.59956	1.83808	7.93898	3.65689	1.95814	0.75478	5.62789	3.25981	15.0434	12.2728	34.0114	4.3506	1.3505	0.752614	105.306	11.8515	0.369811	4.72593	3.10408	3.62699	57.498	41.2452	6.78342	2.18151	3.61109	4.14873	0.499616	0	1.66558	2.48459	3.44266	0	16.8431	4.2483	5.41814	2.81433	1.95294	2.10435	1.42209	5.42686	1.51527	3.86225	0.344123	6.77498	0.112454	4.72197	5.95722	1.54012	4.59061	0.725351	3.70022	19.3246	5.76163
GALACT.GLUCUROCAT.PWY..superpathway.of.hexuronide.and.hexuronate.degradation	53.35	26.0848	18.8979	15.0749	16.1544	34.6897	43.4219	44.3122	11.0312	81.2678	26.0741	68.5337	2.57544	25.6227	56.0516	17.9499	19.6066	30.7151	35.9298	100.21	192.553	38.4523	53.2496	38.6342	15.0681	24.6778	13.9261	51.3717	77.1471	50.0923	17.5671	45.3521	57.4059	36.1986	15.6252	25.4097	36.0202	78.3568	35.54	63.725	42.8245	102.368	3.20993	52.6039	30.9162	40.4377	37.1011	52.9369	48.7968	15.3542	24.8853	71.326	96.7937	36.5658	21.6971	33.8024	87.3604	20.9083	28.7316	33.3814	20.3086	22.4194	97.2367	65.0335	93.2316	55.6441	180.41	71.1439	37.6617	109.906	139.305	143.954	64.2055	21.8961	68.2407	78.4983	62.2092	34.1505	33.6482	21.6984
GALACTARDEG.PWY..D.galactarate.degradation.I	5.4281	2.61009	3.04877	0.266895	1.73709	0.729882	0.409496	0	0	0	0.559861	0	0.420707	5.8093	0.564447	0	19.0396	9.96094	9.03716	0.683614	0	0	0	0	1.78117	1.43559	4.58337	0	0	0.151183	0.150614	0	0	2.73049	2.12463	1.95117	0.909519	13.5537	0.581503	0	0	75.0624	0.672919	0.385015	0.464679	0.25077	0.700399	75.9066	28.38	0.394168	0	0	0	0.167126	0.507827	0.888216	0.237692	1.94167	0	9.6837	0	1.97674	0	1.79958	0.393943	0.984873	0	0.120832	0	0	2.96795	0	0	0	0.621163	2.28383	0	0.209755	11.8067	0.727437
GALACTUROCAT.PWY..D.galacturonate.degradation.I	53.5493	29.2775	17.5743	13.1274	17.6862	37.9967	54.7071	48.9048	10.8042	99.8847	30.9684	73.7959	2.76958	27.4721	65.2287	19.5685	19.4643	29.4735	24.8027	110.88	195.196	26.329	60.0606	32.0205	16.7959	25.3696	9.7097	59.014	83.7006	50.3042	14.3796	43.0103	59.5124	41.1276	11.9833	25.3485	35.3074	76.3939	32.9168	64.003	46.6295	95.5494	8.4525	60.7129	39.6624	46.41	26.3175	45.6601	45.6756	16.2573	25.577	63.4474	91.0827	31.0616	18.1862	34.459	77.1302	28.7253	18.891	24.0404	16.0123	17.7225	105.472	70.2172	107.11	48.1951	209.351	65.9236	39.2152	107.433	166.055	160.964	73.4941	23.44	74.6583	87.5991	41.6384	30.9902	26.8158	19.8672
GLCMANNANAUT.PWY..superpathway.of.N.acetylglucosamine..N.acetylmannosamine.and.N.acetylneuraminate.degradation	51.1211	25.6534	27.7102	13.5341	33.5568	35.6486	41.0533	55.3913	24.5875	58.8511	28.0484	40.4726	44.1792	22.3613	40.2092	28.4881	18.0068	49.9558	36.525	104.273	187.712	22.9769	67.5732	30.0395	69.7688	27.3404	44.7842	43.3322	56.4721	59.3595	53.71	39.1318	37.878	42.0974	40.5095	30.3275	72.6403	329.906	36.906	51.4732	44.9106	120.935	66.8157	43.9838	30.0845	36.2745	20.0127	74.3961	36.7387	24.5317	21.7013	92.113	185.064	27.687	19.6337	59.6603	70.4936	37.4869	164.886	64.0344	19.0778	17.8155	78.1369	53.6694	68.6053	42.5366	164.122	55.9182	27.5005	76.1669	124.95	129.623	41.6759	23.5617	51.289	60.5191	65.5249	31.4066	63.2687	19.8986
GLUCARDEG.PWY..D.glucarate.degradation.I	6.28011	2.95593	3.46882	0.301888	1.84803	0.669711	0.571808	0	0	0	0.701562	0	0.420707	7.4195	0.704069	0.230842	19.0396	12.3054	13.2826	0.790047	0	0	0.299004	0	1.90943	2.30582	5.31775	0.123556	0	0.175808	0.230894	0	0	2.50106	2.20617	2.70404	1.01861	16.4748	0.579167	0.600324	0	75.0624	0.836325	0.385015	0.62757	0.427061	0.700399	82.5414	34.5155	0.839915	0	0	0.352441	0.246328	0.507827	0.539688	0.370988	1.94167	0	11.7866	0	2.21359	0	1.79958	0.42659	1.21331	0	0.770804	0	0	3.59957	0	0	0	0.258179	3.31356	0	0.144881	15.1703	0.799046
GLUCARGALACTSUPER.PWY..superpathway.of.D.glucarate.and.D.galactarate.degradation	5.4281	2.61009	3.04877	0.266895	1.73709	0.729882	0.409496	0	0	0	0.559861	0	0.420707	5.8093	0.564447	0	19.0396	9.96094	9.03716	0.683614	0	0	0	0	1.78117	1.43559	4.58337	0	0	0.151183	0.150614	0	0	2.73049	2.12463	1.95117	0.909519	13.5537	0.581503	0	0	75.0624	0.672919	0.385015	0.464679	0.25077	0.700399	75.9066	28.38	0.394168	0	0	0	0.167126	0.507827	0.888216	0.237692	1.94167	0	9.6837	0	1.97674	0	1.79958	0.393943	0.984873	0	0.120832	0	0	2.96795	0	0	0	0.621163	2.28383	0	0.209755	11.8067	0.727437
GLUCONEO.PWY..gluconeogenesis.I	6.99256	5.44162	2.8563	0	11.4762	11.498	6.84153	1.30883	9.9067	5.74448	12.4341	9.75661	0.988782	8.46033	9.31174	1.56843	13.7055	9.0911	36.541	0.591084	0.802183	0	4.28223	15.4976	14.5547	24.9543	20.5107	15.14	0.831054	6.1805	39.4748	13.3542	5.36531	36.642	7.01297	2.52547	1.23135	16.774	2.18838	6.99168	4.89661	110.958	4.38942	2.36522	25.0111	3.99227	2.10832	118.817	8.27214	9.60576	8.56857	8.81285	13.7	1.59327	0	9.2879	13.8765	30.7035	122.039	45.0663	3.51414	0	14.288	21.2567	2.85318	12.8898	6.48084	0	12.2553	6.85252	8.43187	10.6776	0	6.42641	2.90689	1.18716	0	8.14812	28.239	10.0135
GLUCOSE1PMETAB.PWY..glucose.and.glucose.1.phosphate.degradation	17.3046	8.37476	11.8253	1.35797	2.14017	2.13994	3.18991	0.209078	0.464148	0	3.88996	2.00876	0.962859	17.6218	3.77286	1.48405	27.216	29.9791	33.1418	2.14764	0.350524	0.466552	1.64032	1.06972	4.13051	5.63542	14.094	0.618366	0	0.858015	1.54948	0	0	3.52621	7.93816	7.16923	6.37018	68.9186	9.95922	0.704981	0.269699	88.9058	2.41531	1.09527	0.559206	0.433061	3.54716	86.0138	55.4356	2.82232	0	0	4.64745	1.43831	3.94048	0.881302	2.1776	6.93423	0	31.815	0.552608	10.0817	0.926669	4.88441	3.48485	2.74195	0.486796	2.05591	0	0.211756	16.5681	0.58031	0	0	0.327432	17.544	0.48724	0.206876	32.5897	0.645714
GLUCUROCAT.PWY..superpathway.of..beta..D.glucuronide.and.D.glucuronate.degradation	52.9494	27.8673	17.6752	18.1893	14.9416	42.3168	48.4146	46.5527	12.1308	73.2913	27.1778	73.6199	2.22395	28.3109	61.9354	18.5236	18.7789	33.7799	40.8399	101.08	198.25	55.5108	57.5957	37.5964	12.745	24.3106	17.0706	54.6907	78.0246	49.7926	15.2856	50.8927	72.8186	34.9212	15.9627	25.4676	41.2885	82.1237	36.4386	63.0364	43.1748	109.867	4.42487	53.3946	33.2863	39.0823	47.0328	55.1778	49.1394	16.3888	23.5913	79.2257	109.29	41.5329	22.6346	35.7344	89.9683	21.6222	72.6925	30.9215	22.4811	24.1468	99.3403	59.2862	95.031	59.4531	184.981	66.1736	35.2716	107.723	132.642	143.492	64.3046	25.5062	72.3334	85.5351	90.6947	35.1111	31.039	21.4652
GLUDEG.I.PWY..GABA.shunt	7.17408	10.4945	6.13621	0.341933	0	4.36239	0.920683	0.805739	0.105032	0.549354	1.17963	4.93166	0	4.82427	1.58793	0.577322	1.2589	5.69947	10.6967	0.670436	0.340868	0	3.81229	2.88337	3.06751	1.80521	7.65146	1.08369	4.44444	0.39742	0.299494	0	0	4.81046	2.14071	8.40962	3.26774	2.06529	4.83063	4.33433	0.258593	0.314712	0	0	0.726464	3.52278	1.42309	17.2176	14.1377	0.858195	2.64076	0	5.63645	0	0.546057	0.59731	0	0.859836	0	15.3883	3.23452	2.17568	0	2.54929	1.58662	3.04814	0.214381	0.483662	2.62867	0.974441	2.08699	0	0.915202	7.4285	1.94635	4.62039	0.796687	3.94923	19.5722	26.3652
GLUTORN.PWY..L.ornithine.biosynthesis	24.0495	12.2576	14.1967	1.87862	7.83611	14.2182	35.9279	17.2159	13.8601	0.528524	8.5943	20.037	8.93683	24.9691	10.2596	15.791	22.5193	40.8962	51.1607	8.26639	84.7283	2.28969	29.1271	37.2361	19.9675	16.6294	14.9834	5.50984	0.620757	25.3223	31.898	4.47051	3.12723	17.2926	28.3944	38.019	97.3631	105.791	11.7091	8.98035	0.963725	96.7462	20.3508	0	7.1931	9.59265	18.8127	119.318	103.097	22.2247	5.97702	35.9608	21.3956	25.5702	3.19826	8.84867	11.2915	10.4809	12.9052	57.091	9.81642	35.4571	21.0171	14.6813	10.2956	5.59662	18.1421	2.76267	9.70656	15.5512	22.7403	11.8061	8.34106	5.69733	2.69343	18.0187	42.6135	16.9648	55.0182	16.1569
GLYCOCAT.PWY..glycogen.degradation.I..bacterial.	6.90404	4.15349	9.07877	0	0.704594	8.32044	5.29961	0	5.87714	3.40963	3.42397	0	1.58604	9.2598	5.822	2.40124	8.59011	13.78	10.6487	2.24102	0	0.827322	0.774165	2.50367	7.33858	5.13546	7.45148	0	0	3.81701	1.62641	31.6404	34.6474	0.384874	4.10739	7.86992	2.81945	18.3979	7.1488	0	0	0.430636	1.18006	0	1.06089	0	2.23625	61.1656	9.07516	2.20976	0	0	0	0.591969	0	1.6801	5.98861	4.93862	3.03172	6.975	0	2.36118	1.84957	6.22428	10.4369	11.0106	2.79217	13.9701	1.43794	4.83041	5.69908	0.297892	0	0.546116	4.32262	7.26483	4.92574	1.75147	8.40329	6.61308
GLYCOGENSYNTH.PWY..glycogen.biosynthesis.I..from.ADP.D.Glucose.	141.924	75.6667	12.9989	13.5015	25.89	77.4585	33.9358	211.042	44.8258	5.40972	72.8237	43.0149	24.8343	31.9688	44.0067	194.819	19.9233	51.9544	42.6797	37.6802	142.165	35.8062	120.93	119.866	17.5033	58.7958	9.61792	169.221	66.5367	174.776	48.9504	41.8311	68.8052	111.799	309.518	56.7859	159.076	278.06	18.8729	11.3876	34.3281	66.0956	137.346	25.2672	84.7437	56.5808	59.6611	101.375	86.7939	87.9047	7.97139	120.758	143.055	72.6311	16.9967	61.0263	36.4371	42.3828	3.97195	16.328	19.1405	14.3683	61.5132	22.1346	14.1037	14.8239	55.39	76.8035	14.8002	31.7579	51.4656	211.909	40.2372	86.6944	16.1644	48.549	81.4037	71.0756	23.255	45.4029
GLYCOL.GLYOXDEG.PWY..superpathway.of.glycol.metabolism.and.degradation	6.15592	3.12924	5.49851	0	0.25269	0.665058	0.270257	0	0.080864	0	2.07015	0.863136	0.422425	9.9951	1.3243	0.167373	20.7148	11.3737	11.5478	0.320903	0.0846704	0	0	0.472692	0.75989	2.42756	7.82551	0	0	0.156746	0.233647	0	0	0.628584	1.46719	3.60363	0.631923	35.2155	4.78139	0	0.171466	61.5355	0.171567	0	0.305585	0.626433	0.377163	34.8733	45.4503	0.911983	0	0	0	0.381794	0.654583	0.23271	0.249541	1.99625	0	16.8768	0	3.41909	0	1.03892	0.685965	1.39307	0	0.754785	0	0	3.78252	0.094226	0	0	0.62644	3.07879	0.132264	0.114549	16.2102	0.679947
GLYCOLYSIS.E.D..superpathway.of.glycolysis.and.Entner.Doudoroff	18.524	11.4885	15.2635	1.83809	8.62486	9.7713	14.8126	12.9043	7.68227	4.20791	6.65035	7.28713	1.47045	16.9732	7.15515	5.82305	22.1929	21.6862	34.2736	5.25906	0.782509	6.5444	6.45999	9.16527	13.4209	12.4575	26.4109	5.55805	0.673291	4.7688	1.30407	8.34765	2.71443	16.7772	12.662	10.0129	8.54291	56.939	15.317	8.19347	7.44892	104.097	9.96828	0	1.59634	1.98727	6.57791	110.829	60.7022	19.2153	7.25557	8.82365	22.3377	3.73743	3.44236	5.44868	10.8753	10.1444	94.0379	37.1397	4.83842	5.62161	7.18019	10.9901	5.53018	11.461	5.718	5.1025	3.77361	8.2191	13.1091	2.12987	2.31506	3.89593	4.99636	22.3282	32.7698	6.84704	37.11	13.6453
GLYCOLYSIS.TCA.GLYOX.BYPASS..superpathway.of.glycolysis..pyruvate.dehydrogenase..TCA..and.glyoxylate.bypass	18.4528	10.19	11.692	0	11.2095	4.15669	2.6419	0	0.367868	0	4.64863	3.17184	0.788296	17.6534	5.22793	0.656493	24.4903	25.2329	27.5486	3.47616	0.449738	0.596398	1.16839	2.96574	8.68838	9.21613	19.9779	0.596877	0	1.44766	1.58064	0	0	8.72836	11.2053	8.1884	5.2412	66.0743	13.2536	0	1.0655	114.31	4.328	0	1.0707	0.887285	3.41973	119.956	70.9632	4.33784	0	0	0	1.28582	2.21142	1.87767	2.97248	7.39471	0	35.9053	1.26667	8.14351	0	7.243	3.72072	7.424	0.600567	3.25711	0	0	8.82167	0.40758	0	0.391042	2.70033	11.9563	1.70075	0.727622	38.1397	6.00581
GLYCOLYSIS..glycolysis.I..from.glucose.6.phosphate.	51.7099	30.3254	34.162	20.4922	28.6115	32.1786	25.258	40.1818	11.3879	48.712	20.108	39.6071	8.94816	26.3636	32.4526	9.16343	28.0277	41.0958	86.3287	128.549	162.074	63.6978	32.6606	24.6095	40.0229	39.8471	129.144	14.2988	53.1384	7.42873	121.446	16.2621	19.6507	39.321	61.398	23.8022	18.008	108.866	78.0292	12.0442	39.9224	139.078	14.0943	1.45242	28.3671	2.44566	24.1705	137.168	111.142	58.7552	10.1203	12.4354	55.5347	19.2103	12.4	13.9328	22.5846	25.6777	136.466	106.923	11.9106	17.4927	11.4029	26.1216	17.1308	20.0375	34.0827	37.2865	10.2764	11.1847	31.4236	9.86567	4.26389	12.4081	9.81382	39.5065	165.619	15.4024	88.7542	34.5845
GLYOXYLATE.BYPASS..glyoxylate.cycle	13.0216	7.9614	6.22821	0.44664	7.59708	2.08786	0.911318	0.602587	0.26105	0	2.86444	1.33029	0.51962	16.3115	2.81537	0.3005	27.3711	17.9701	15.4726	1.68046	0.662929	0.490861	0.713054	1.22255	5.08245	5.12015	11.493	0.262292	0	0.620386	0.826255	0	0	7.18951	6.48791	6.23825	3.53607	57.8467	10.4807	1.32956	1.01625	120.293	1.87514	0.290982	2.06232	1.81104	2.88451	81.9612	58.8944	1.78463	0	0	3.49695	0.58162	1.13726	0.822845	2.477	4.51261	0	21.3286	0.529879	5.84052	0	5.02483	2.29985	3.26908	0.42402	1.46314	0	0	6.22473	0.192419	0	0.207214	1.49045	6.67098	0.798341	0.196631	26.5967	2.99052
GOLPDLCAT.PWY..superpathway.of.glycerol.degradation.to.1.3.propanediol	0.35463	0.384108	0.532968	0	0.254127	0	2.29721	0.44946	0.12007	0	0	0	0.602068	0.562523	0	0	0	0	2.54542	0.464065	0.0858574	0	0.141753	1.37264	0.85719	0	0.694916	0	0.176991	0.217975	0	0.557769	0.574286	2.33838	0.804817	0	0	2.91878	1.33393	0.734007	0	0	4.91692	0	0	0	0	0	0	0	0	0.221298	2.34721	0.324337	1.1076	0	0	0.234397	0.389366	0.25106	2.28639	0	1.0115	0.771409	12.286	27.5577	0.994893	0.347534	0	0	0	0	0	0	0.235412	0.588921	0	0	0	0.50964
HCAMHPDEG.PWY..3.phenylpropanoate.and.3..3.hydroxyphenyl.propanoate.degradation.to.2.oxopent.4.enoate	3.18734	2.08387	2.06555	0	0.588962	0.312964	0.388277	0	0	0	0.835778	0	0.173758	4.41897	0.189356	0	14.1669	10.4756	4.78386	0.496332	0	0	0	0	1.20869	1.03729	3.20189	0	0	0	0.371544	0	0	1.27008	0	0.901619	0.369724	15.0212	1.27828	0.512955	0	64.6921	0.224312	0	0	0	0.461274	25.1095	15.2788	0.44791	0	0	0.674306	0	0.800151	0.32941	0	0.686237	0	6.91373	0	1.51854	0	0.619903	0.463116	0	0	0.30622	0	0	2.84945	0	0	0	0.650055	3.26379	0	0	7.33471	0
HEME.BIOSYNTHESIS.II..heme.biosynthesis.I..aerobic.	2.61057	1.36568	3.35584	1.04082	1.30988	2.31875	1.62141	0.568406	1.77672	0	1.41157	5.91872	1.05045	3.00449	1.25176	0.832505	0.417137	2.02803	2.74942	0.873309	0	0.277871	0.713753	2.72632	1.83412	1.776	8.04142	0	0	1.33099	0	1.22577	2.56084	2.49573	2.29336	3.03433	0.8162	5.85655	2.15913	0.848044	0.64048	1.61444	0.487881	0	0	0	2.27768	1.29564	9.3442	0	1.31326	0	4.21157	1.14122	0.754602	0.387777	2.69192	1.90782	47.4925	12.0839	3.68809	2.64305	2.55245	4.61781	1.20629	2.95114	1.07771	2.85571	0	0	3.49563	0.199111	0	0.963081	1.72632	10.7081	15.6687	1.18892	10.5396	2.15794
HEMESYN2.PWY..heme.biosynthesis.II..anaerobic.	5.46751	1.64994	6.32256	1.04506	1.55385	2.66176	14.4123	5.60041	4.41652	1.42288	3.47997	7.54244	1.05898	9.462	2.99334	0.902994	30.187	10.9021	11.1915	5.29984	0.683221	0.280465	3.29597	5.55973	6.14067	7.38527	10.2136	7.81592	0.383457	3.91783	0.672806	6.05636	3.79483	2.33438	9.53818	3.54802	1.23556	40.7038	6.66743	3.2811	2.55505	110.141	0.946042	0	1.11936	2.58027	2.54833	44.6389	42.4044	1.72889	1.62234	2.27493	13.1743	3.14213	3.27271	2.01091	3.9149	8.17022	47.9017	21.7378	4.39566	2.42547	8.2126	7.90637	2.94125	5.51235	2.80512	2.99586	0.560516	2.69276	8.97354	4.92683	0	1.22104	2.11576	12.3055	15.9828	6.22604	15.1783	4.11108
HEXITOLDEGSUPER.PWY..superpathway.of.hexitol.degradation..bacteria.	22.1859	14.1995	21.584	1.66588	10.8374	30.761	23.4957	14.6646	10.9385	4.86885	9.39474	19.6268	8.69953	17.0723	8.90255	6.80145	15.5353	25.4998	40.7376	13.8794	27.157	6.12216	27.5562	9.06668	16.0771	13.4406	32.5523	8.87564	11.6617	7.75553	1.92889	16.2693	20.5513	20.5678	65.1198	12.0204	9.6712	70.9253	26.2785	8.29451	11.7118	131.304	16.9276	1.60547	8.61736	3.10416	7.59566	109.388	70.3637	21.3985	8.25274	13.3957	24.1034	4.31995	7.32807	12.6728	14.6207	18.8339	109.973	50.64	8.10743	10.8671	13.047	15.8106	17.5405	19.201	16.1356	26.3106	8.59282	9.06288	13.9862	1.30268	2.90287	4.33516	6.2211	29.2565	10.1735	7.1708	35.3522	19.0328
HISDEG.PWY..L.histidine.degradation.I	4.93827	2.52402	1.01926	0	1.57252	1.0566	10.2307	1.10549	0.789467	0.824578	0.648057	4.9993	0	0	0.100338	0.466572	3.83799	0.363308	1.18895	1.21767	0	0.38552	3.82995	2.76234	14.69	4.14069	2.03676	0.589245	0	0.840583	2.96157	0.257435	0	13.6841	0.262416	0.266821	0.374293	4.77631	19.2387	0.938367	2.53719	5.60702	3.10725	4.09545	0.938965	1.65333	0	32.0071	1.23577	0.647777	1.48826	0.379328	6.00756	4.45061	0.679072	1.28934	2.01691	2.79842	0.855816	0.62387	0	0	6.92782	4.33817	0.138121	1.14671	0.13437	2.71805	1.35411	1.35451	0.742347	1.64771	0.417626	0.339284	0.768832	1.77221	1.07161	0.97776	2.61413	1.94862
HISTSYN.PWY..L.histidine.biosynthesis	25.0843	22.46	22.0617	19.0515	5.27816	45.9087	43.821	53.0514	30.7663	48.3459	31.3281	32.4632	12.6948	21.8927	45.6834	25.1737	15.6659	46.6703	18.775	44.3417	83.9284	12.4662	51.3412	29.9602	61.6705	25.6652	85.9386	17.9463	71.4211	23.1151	21.8437	23.7018	12.5824	33.4372	110.362	38.9889	75.4859	97.5018	64.7797	48.5143	63.2147	58.7578	83.2433	16.3277	47.6155	19.3419	31.2	61.7034	52.8332	52.6153	13.8446	43.608	31.3611	30.3268	13.4903	24.4187	25.365	43.8283	67.6872	32.5483	18.7607	20.1659	54.3347	32.7491	42.6452	41.4177	57.3843	75.2061	26.7376	56.3746	24.5477	84.9574	31.5333	20.0793	10.6388	62.2053	18.3558	20.2832	27.413	35.2417
HOMOSER.METSYN.PWY..L.methionine.biosynthesis.I	28.2287	10.4625	7.23557	12.5953	13.2903	22.3057	27.0335	20.6912	26.8686	32.8826	23.563	16.555	11.0164	16.6345	12.6401	26.066	22.5174	54.2001	18.4562	33.8082	84.6158	7.89213	31.6424	12.7188	41.0558	18.638	6.2626	16.7344	11.0198	19.2413	5.9088	10.1717	10.5062	24.384	95.7236	23.7676	23.068	81.3216	52.6084	29.5251	68.0633	89.0764	95.9901	0.811955	28.9152	17.2764	14.3552	121.443	31.5348	35.1986	19.2233	23.2511	8.07223	14.645	5.28119	11.4185	10.2222	21.196	4.68737	21.021	12.515	5.20951	42.8123	16.5567	17.953	20.3253	18.1732	11.503	11.5143	25.889	23.351	34.9336	10.7377	12.6198	9.79054	26.4841	5.69373	6.99407	14.8176	8.36816
HSERMETANA.PWY..L.methionine.biosynthesis.III	16.4576	9.75112	3.9816	7.89501	11.9636	19.8048	15.38	20.4805	17.2364	20.7378	22.9518	16.2305	1.96623	9.01956	13.003	26.2629	4.09886	27.6123	7.61306	33.9217	29.2961	7.82778	27.187	12.1873	31.9019	17.6615	4.96658	16.7944	22.4792	17.9365	18.185	20.8167	16.5347	23.9752	32.3132	23.6789	19.9512	59.7928	29.7164	21.1661	23.1609	0.529691	18.0332	14.3794	26.983	18.3725	9.18329	1.45114	16.4867	36.4252	11.4685	16.8772	7.85083	13.4677	4.66852	11.1466	9.99749	23.7327	4.63516	14.2431	10.6317	4.94706	42.1584	15.7388	13.6199	3.0526	15.6253	7.74457	10.3239	20.0611	18.4316	33.2523	7.53802	11.9176	9.74749	18.7201	5.6561	5.77791	8.09861	6.6439
ILEUSYN.PWY..L.isoleucine.biosynthesis.I..from.threonine.	164.296	120.153	409.874	217.497	156.391	160.832	165.094	346.123	98.8719	203.166	133.972	230.948	46.3862	102.4	169.518	146.464	32.7286	127.655	265.578	218.767	326.655	94.1629	159.083	139.324	187.913	248.414	146.723	207.981	266.66	218.904	171.438	337.272	282.266	206.11	301.41	94.936	201.746	351.204	190.84	124.716	198.209	135.283	243.621	117.523	156.296	120.261	169.926	191.917	144.881	128.958	82.8173	167.039	204.794	150.32	97.2836	160.02	299.434	171.341	208.222	240.064	123.314	97.9325	222.045	204.284	212.28	212.012	275.138	322.671	206.742	297.012	221.941	322.414	172.006	276.079	148.413	190.671	213.9	188.223	205.657	95.1146
KDO.NAGLIPASYN.PWY..superpathway.of..Kdo.2.lipid.A.biosynthesis	5.77365	2.7497	4.18418	0	1.60634	0	0.306655	0	0	0	0.453725	0	0.142022	8.4709	1.01248	0.121163	14.1748	9.20959	9.85453	0.562754	0.221103	0.405569	0.271658	0	0.545942	1.45626	4.27005	0	0	0.273538	0.465694	0	0	0.706441	1.75739	1.6526	0.932452	19.8672	2.60433	0	0.348875	53.0673	0.292227	0	0	0	0.719847	33.831	32.535	0.653789	0	0	0	0.183098	0	0	0.284108	2.77737	0	10.802	0	2.17306	0	1.42839	0.363665	0.304247	0	0.54246	0	0	3.52311	0	0	0	0.725339	2.86512	0.241396	0	17.1202	0.273147
KETOGLUCONMET.PWY..ketogluconate.metabolism	2.79265	2.72687	3.81357	0.423881	1.53308	0.940022	1.0881	0	0.167117	0	1.76778	0.581414	1.35246	3.34981	0.207927	0.719208	13.22	5.75359	11.4591	1.10426	0	0	1.14345	0	1.22469	1.28663	7.96583	0.502336	0	0	0.779882	0	0	1.1592	7.35089	4.17153	0	25.1303	1.65064	0	0.376759	119.7	1.24499	0	1.06222	0	0.964383	6.02079	18.0242	0.797243	0	0	0	0	0	0	0.961417	3.18772	0.249722	3.97951	0	0.58044	0	2.0482	0.290625	0.452853	0	0.618257	0	0	3.06992	0.314856	0	0	0	5.96349	0.248728	0.271926	12.5757	0.482676
LACTOSECAT.PWY..lactose.and.galactose.degradation.I	12.2425	4.03896	6.63778	2.57486	3.15051	5.52636	17.8943	2.51446	7.30905	2.77764	9.83065	17.4982	0.957798	6.575	2.02634	4.91068	6.85887	6.26334	33.7336	4.56857	0.965622	0.340849	23.1156	8.21062	18.7469	9.31723	2.89785	2.74118	0	12.2632	0	3.41795	1.03514	13.8114	51.6291	4.67233	1.45842	14.6548	14.6065	4.65986	4.79071	242.569	29.4764	0	3.04831	2.19596	3.3861	18.418	1.06331	6.08633	5.74313	4.11043	7.51749	7.40661	3.79184	7.04354	7.36278	13.4812	136.049	4.50022	3.12614	1.42793	8.38776	2.32494	1.45511	3.14781	5.65284	4.5456	5.14019	5.53175	24.3876	3.88377	5.77109	3.09579	0.677324	22.3766	0.845447	4.92326	4.07299	14.4438
