	alien-11-0-0	alien-11-60-0	alien-11-7-0	daisy-11-0-0	daisy-11-60-0	daisy-11-7-0	halbarad-11-0-0	halbarad-11-7-0	kazan5500_2015_05_26_1_L01_1HP_F3	kazan5500_2015_05_26_1_L01_2HP_F3	kazan5500_2015_05_26_1_L01_3HP_F3	kazan5500_2015_05_26_1_L01_4HP_F3	kazan5500_2015_05_26_1_L01_5HP_F3	kazan5500_2015_05_26_1_L01_8HP_F3	kazan5500_2015_05_26_1_L02_11HP_F3	kazan5500_2015_05_26_1_L02_14HP_F3	kazan5500_2015_05_26_1_L02_15HP_F3	kazan5500_2015_05_26_1_L02_16HP_F3	kazan5500_2015_05_26_1_L03_23HP_F3	kazan5500_2015_05_26_1_L04_26HP_F3	kazan5500_2015_05_26_1_L04_27HP_F3	kazan5500_2015_05_26_1_L04_28HP_F3	kazan5500_2015_05_26_1_L04_29HP_F3	kazan5500_2015_05_26_1_L05_32HP_F3	kazan5500_2015_05_26_1_L05_33HP_F3	kazan5500_2015_05_26_1_L05_34HP_F3	kazan5500_2015_05_26_1_L05_37HP_F3	kazan5500_2015_05_26_1_L05_38HP_F3	kazan5500_2015_05_26_1_L06_40HP_F3	kazan5500_2015_05_26_1_L06_41HP_F3	kazan5500_2015_05_26_1_L06_46HP_F3	kazan5500_2015_06_20_1_L01_55HP_F3	kazan5500_2015_06_20_1_L01_56HP_F3	kazan5500_2015_06_20_1_L01_59HP_F3	kazan5500_2015_06_20_1_L02_35HP_F3	kazan5500_2015_06_20_1_L02_49HP_F3	kazan5500_2015_06_20_1_L02_61HP_F3	kazan5500_2015_06_20_1_L02_62HP_F3	kazan5500_2015_09_22_1_L06_55HP_F3	kazan5500_2015_11_27_1_L02_63HP_F3	kazan5500_2015_11_27_1_L02_97HP_F3	kazan5500_2015_11_27_1_L03_101HP_F3	kazan5500_2015_11_27_1_L03_102HP_F3	kazan5500_2015_11_27_1_L03_73HP_F3	kazan5500_2015_11_27_1_L05_85HP_F3	kazan5500_2015_11_27_1_L05_88HP_F3	kazan5500_2015_11_27_1_L06_93HP_F3	kazan5500_2015_11_27_1_L06_95HP_F3	kazan5500_2015_11_27_1_L06_96HP_F3	kazan5500_2015_12_11_L01_67HP_F3	kazan5500_2015_12_11_L01_69HP_F3	kazan5500_2015_12_11_L02_108HP_F3	kazan5500_2016_04_22_1_L02_140HP_F3	kazan5500_2016_05_31_HP_A_L01_130HP_F3	kazan5500_2016_05_31_HP_A_L02_155HP_F3	kazan5500_2016_05_31_HP_A_L02_157HP_F3	kazan5500_2016_05_31_HP_A_L02_158HP_F3	kazan5500_2016_05_31_HP_A_L02_159HP_F3	kazan5500_2016_05_31_HP_A_L02_163HP_F3	kazan5500_2016_05_31_HP_A_L03_162HP_F3	peacemaker-11-0-0	peacemaker-11-60-0	peacemaker-11-7-0	scavenger-11-0-0	scavenger-11-60-0	scavenger-11-7-0	tigress-11-0-0	tigress-11-7-0
g000079	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	1	0	1	1	1	0	0	0	0	0	0	1	1
g000080	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
g000081	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
g000082	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
g000083	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1
g000084	0	0	0	1	1	1	1	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	1	1	1	0	1	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	1	1	1	0	0	0	0	1	1	1	1
g000085	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	1	1	1	0	1	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	1	0	1	1	0	1	1	1	0	0	0	0	1	1	1	1
g000086	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g000087	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g000088	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g000089	0	1	0	1	1	1	0	0	1	1	1	1	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	1	1	1	0	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	1	0	1	0	0	0	1	1
g000090	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	0	0	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	0	0	0	1	0	1	1	0	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	1	1	1	1	0	0	0	1	1
g000091	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	1	1	1	1	0	0	0	1	1
g000092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g000093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g000094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g000095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g000096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g000097	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g000098	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g000099	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g000100	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	1	0	0	0	1	1
g000101	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
g000102	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g000103	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g000104	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g000105	1	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	1	1	0	1	1	0	0
g000106	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	1	1	0	1	0	0	0
g000107	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g000108	1	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1
g000109	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1
g000110	0	1	1	1	0	1	1	1	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	1	1	1	1
g000111	1	1	1	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1
g000112	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g000113	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g000114	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	1	1
g000115	1	1	1	0	0	0	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	1	0	1	0	1	1	1	1	1	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	0	0	0	1	1	1	0	1	1	1	1
g000116	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1
g000117	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	1	1	1	1
g000118	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	1	1	0	1	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	1	1	1	1	1	1	1	1
g000119	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	1	0	1	1	1	1	1	1
g000120	1	1	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	1	1	1	0	1	0	1	1	1	0	0	0	0	1	0	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	1	0	1	1	1	1	1	1
g000121	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	1	0	0	0	0	1	1	0	0	0	1	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1
g000122	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1
g000123	0	0	0	0	1	0	0	0	1	1	1	1	0	0	1	0	1	0	1	0	0	0	0	1	1	1	1	1	0	1	1	0	0	1	0	0	1	1	0	0	1	0	0	0	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
g000124	0	0	0	0	1	1	0	1	0	0	0	0	0	1	1	1	1	1	0	0	1	0	1	0	1	0	0	0	1	1	0	1	1	0	0	0	1	1	1	0	0	0	0	1	1	0	0	0	1	0	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
g000125	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1
g000126	1	1	0	0	1	0	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	1	1	0	0	0	0	0	1	1	0	0	1	1	0	0	1	1	1	0	0	0	0	1	1	1	0	0	1	0	1	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0
g000127	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g000128	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g000129	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g000130	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g000131	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g000132	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g000133	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g000134	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g000135	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g000136	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
g000137	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1
g000138	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g000139	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g000140	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g000141	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g000142	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g000143	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g000144	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g000145	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g000146	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1
g000147	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g000148	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0
g000149	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
g000150	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g000151	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1
g000152	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1
g000153	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g000154	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g000155	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g000156	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g000157	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	0	0	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	1	1
g000158	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g000159	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g000160	0	0	0	1	1	1	1	1	0	0	0	0	0	1	0	0	1	0	1	1	1	1	1	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	1	0	0	0	0	1	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
g000161	0	0	0	1	1	1	1	1	0	0	0	0	0	1	0	0	1	0	1	1	1	1	1	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	1	0	0	0	0	1	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
g000162	0	0	0	1	1	1	1	1	0	0	0	0	1	1	0	0	1	0	0	1	1	1	1	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	1	0	0	0	0	1	0	1	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
g000163	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	0	0	1	0	1	1	0	1	0	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1
g000164	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	1	0	1	1	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	1	1
g000165	1	1	1	1	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	1	1	1	1	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	1	1
g000166	1	1	1	1	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	1	1
g000167	1	1	1	1	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	1	0	0	1	1	1	1	1	0	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1
