class,mechanism,group,count,sampleID
MLS,Streptogramin resistance ATP-binding cassette ABC efflux pumps,LSA,17,kazan5500_2016_05_31_HP_A_L03_164HP
Multi-drug resistance,MDR mutant porin proteins,omp36,2,kazan5500_2016_05_31_HP_A_L03_164HP
Multi-drug resistance,MDR mutant porin proteins,OMPF,37,kazan5500_2016_05_31_HP_A_L03_164HP
Multi-drug resistance,MDR regulator,ASMA,61,kazan5500_2016_05_31_HP_A_L03_164HP
Multi-drug resistance,MDR regulator,BAER,17,kazan5500_2016_05_31_HP_A_L03_164HP
Multi-drug resistance,MDR regulator,BAES,20,kazan5500_2016_05_31_HP_A_L03_164HP
Multi-drug resistance,MDR regulator,CPXA,31,kazan5500_2016_05_31_HP_A_L03_164HP
Multi-drug resistance,MDR regulator,CPXAR,53,kazan5500_2016_05_31_HP_A_L03_164HP
Multi-drug resistance,MDR regulator,CRP,45,kazan5500_2016_05_31_HP_A_L03_164HP
Multi-drug resistance,MDR regulator,EMRR,15,kazan5500_2016_05_31_HP_A_L03_164HP
Multi-drug resistance,MDR regulator,EVGA,21,kazan5500_2016_05_31_HP_A_L03_164HP
Multi-drug resistance,MDR regulator,EVGS,195,kazan5500_2016_05_31_HP_A_L03_164HP
Multi-drug resistance,MDR regulator,GADX,53,kazan5500_2016_05_31_HP_A_L03_164HP
Multi-drug resistance,MDR regulator,HNS,8,kazan5500_2016_05_31_HP_A_L03_164HP
Multi-drug resistance,MDR regulator,MARA,29,kazan5500_2016_05_31_HP_A_L03_164HP
Multi-drug resistance,MDR regulator,MARR,28,kazan5500_2016_05_31_HP_A_L03_164HP
Multi-drug resistance,MDR regulator,PHOQ,64,kazan5500_2016_05_31_HP_A_L03_164HP
Multi-drug resistance,MDR regulator,SOXS,11,kazan5500_2016_05_31_HP_A_L03_164HP
Multi-drug resistance,Multi-drug efflux pumps,ACRB,5,kazan5500_2016_05_31_HP_A_L03_164HP
Multi-drug resistance,Multi-drug efflux pumps,ADEC,29,kazan5500_2016_05_31_HP_A_L03_164HP
Multi-drug resistance,Multi-drug efflux pumps,EMEA,16,kazan5500_2016_05_31_HP_A_L03_164HP
Multi-drug resistance,Multi-drug efflux pumps,EMRA,49,kazan5500_2016_05_31_HP_A_L03_164HP
Multi-drug resistance,Multi-drug efflux pumps,EMRB,64,kazan5500_2016_05_31_HP_A_L03_164HP
Multi-drug resistance,Multi-drug efflux pumps,EMRE,2,kazan5500_2016_05_31_HP_A_L03_164HP
Multi-drug resistance,Multi-drug efflux pumps,EMRK,46,kazan5500_2016_05_31_HP_A_L03_164HP
Multi-drug resistance,Multi-drug efflux pumps,EMRY,112,kazan5500_2016_05_31_HP_A_L03_164HP
Multi-drug resistance,Multi-drug efflux pumps,MDFA,43,kazan5500_2016_05_31_HP_A_L03_164HP
Multi-drug resistance,Multi-drug efflux pumps,MDTA,35,kazan5500_2016_05_31_HP_A_L03_164HP
Multi-drug resistance,Multi-drug efflux pumps,MDTB,93,kazan5500_2016_05_31_HP_A_L03_164HP
Multi-drug resistance,Multi-drug efflux pumps,MDTC,295,kazan5500_2016_05_31_HP_A_L03_164HP
Multi-drug resistance,Multi-drug efflux pumps,MDTD,50,kazan5500_2016_05_31_HP_A_L03_164HP
Multi-drug resistance,Multi-drug efflux pumps,MDTE,42,kazan5500_2016_05_31_HP_A_L03_164HP
Multi-drug resistance,Multi-drug efflux pumps,MDTG,40,kazan5500_2016_05_31_HP_A_L03_164HP
Multi-drug resistance,Multi-drug efflux pumps,MDTH,45,kazan5500_2016_05_31_HP_A_L03_164HP
Multi-drug resistance,Multi-drug efflux pumps,MDTK,54,kazan5500_2016_05_31_HP_A_L03_164HP
Multi-drug resistance,Multi-drug efflux pumps,MDTL,50,kazan5500_2016_05_31_HP_A_L03_164HP
Multi-drug resistance,Multi-drug efflux pumps,MDTN,33,kazan5500_2016_05_31_HP_A_L03_164HP
Multi-drug resistance,Multi-drug efflux pumps,MDTO,85,kazan5500_2016_05_31_HP_A_L03_164HP
Multi-drug resistance,Multi-drug efflux pumps,MDTP,41,kazan5500_2016_05_31_HP_A_L03_164HP
Multi-drug resistance,Multi-drug efflux pumps,MEXE,2,kazan5500_2016_05_31_HP_A_L03_164HP
Multi-drug resistance,Multi-drug efflux pumps,PHOP,17,kazan5500_2016_05_31_HP_A_L03_164HP
Multi-drug resistance,Multi-drug efflux pumps,sme,1,kazan5500_2016_05_31_HP_A_L03_164HP
Multi-drug resistance,Multi-drug efflux pumps,TOLC,62,kazan5500_2016_05_31_HP_A_L03_164HP
Phenicol,Chloramphenicol acetyltransferases,CAT,18,kazan5500_2016_05_31_HP_A_L03_164HP
Phenicol,Chloramphenicol acetyltransferases,CATA,58,kazan5500_2016_05_31_HP_A_L03_164HP
Phenicol,Chloramphenicol acetyltransferases,CATB,329,kazan5500_2016_05_31_HP_A_L03_164HP
Phenicol,Chloramphenicol acetyltransferases,CATP,1,kazan5500_2016_05_31_HP_A_L03_164HP
Phenicol,Phenicol 23S rRNA methyltransferases,CLBA,1,kazan5500_2016_05_31_HP_A_L03_164HP
Rifampin,Rifampin-resistant beta-subunit of RNA polymerase RpoB,RPOB,369,kazan5500_2016_05_31_HP_A_L03_164HP
Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,FOLP,44,kazan5500_2016_05_31_HP_A_L03_164HP
Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,SULI,15,kazan5500_2016_05_31_HP_A_L03_164HP
Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,SULII,419,kazan5500_2016_05_31_HP_A_L03_164HP
Tetracyclines,Tetracycline inactivation enzymes,TETX,289,kazan5500_2016_05_31_HP_A_L03_164HP
Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETA,7,kazan5500_2016_05_31_HP_A_L03_164HP
Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETB,115,kazan5500_2016_05_31_HP_A_L03_164HP
Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETD,2,kazan5500_2016_05_31_HP_A_L03_164HP
Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETL,113,kazan5500_2016_05_31_HP_A_L03_164HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TET32,213,kazan5500_2016_05_31_HP_A_L03_164HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TET40,17,kazan5500_2016_05_31_HP_A_L03_164HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TET44,4,kazan5500_2016_05_31_HP_A_L03_164HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETM,311,kazan5500_2016_05_31_HP_A_L03_164HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETO,403,kazan5500_2016_05_31_HP_A_L03_164HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETQ,862,kazan5500_2016_05_31_HP_A_L03_164HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETT,1,kazan5500_2016_05_31_HP_A_L03_164HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETW,52,kazan5500_2016_05_31_HP_A_L03_164HP
Tetracyclines,Tetracycline transcriptional repressor,TETR,34,kazan5500_2016_05_31_HP_A_L03_164HP
Trimethoprim,Dihydrofolate reductase,DFRE,9,kazan5500_2016_05_31_HP_A_L03_164HP
Trimethoprim,Dihydrofolate reductase,DFRF,9,kazan5500_2016_05_31_HP_A_L03_164HP
Trimethoprim,Dihydrofolate reductase,DFRG,3,kazan5500_2016_05_31_HP_A_L03_164HP
Trimethoprim,Dihydrofolate reductase,DHFR,24,kazan5500_2016_05_31_HP_A_L03_164HP
Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,PARE,3,kazan5500_2016_05_31_HP_A_L03_162HP
Aminoglycosides,Aminoglycoside efflux pumps,ACRD,4,kazan5500_2016_05_31_HP_A_L03_162HP
Aminoglycosides,Aminoglycoside efflux pumps,ACRE,3,kazan5500_2016_05_31_HP_A_L03_162HP
Aminoglycosides,Aminoglycoside efflux pumps,ACRF,5,kazan5500_2016_05_31_HP_A_L03_162HP
Aminoglycosides,Aminoglycoside efflux regulator,ACRS,1,kazan5500_2016_05_31_HP_A_L03_162HP
Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,6,kazan5500_2016_05_31_HP_A_L03_162HP
Aminoglycosides,Aminoglycoside N-acetyltransferases,SAT,2,kazan5500_2016_05_31_HP_A_L03_162HP
Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME,1,kazan5500_2016_05_31_HP_A_L03_162HP
Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-DPRIME,2,kazan5500_2016_05_31_HP_A_L03_162HP
Aminoglycosides,Aminoglycoside O-phosphotransferases,APH6,2,kazan5500_2016_05_31_HP_A_L03_162HP
Bacitracin,Undecaprenyl pyrophosphate phosphatase,BACA,1,kazan5500_2016_05_31_HP_A_L03_162HP
betalactams,Class A betalactamases,CBLA,4,kazan5500_2016_05_31_HP_A_L03_162HP
betalactams,Class A betalactamases,CEPA,1,kazan5500_2016_05_31_HP_A_L03_162HP
betalactams,Class A betalactamases,CFX,76,kazan5500_2016_05_31_HP_A_L03_162HP
betalactams,Class A betalactamases,CTX,3,kazan5500_2016_05_31_HP_A_L03_162HP
betalactams,Class A betalactamases,TEM,3,kazan5500_2016_05_31_HP_A_L03_162HP
betalactams,Class C betalactamases,BLAEC,2,kazan5500_2016_05_31_HP_A_L03_162HP
betalactams,Penicillin binding protein,AMPH,1,kazan5500_2016_05_31_HP_A_L03_162HP
betalactams,Penicillin binding protein,PBP2,2,kazan5500_2016_05_31_HP_A_L03_162HP
betalactams,Penicillin binding protein,PBP2B,1,kazan5500_2016_05_31_HP_A_L03_162HP
Cationic antimicrobial peptides,Lipid A modification,ARNA,2,kazan5500_2016_05_31_HP_A_L03_162HP
Cationic antimicrobial peptides,Lipid A modification,PMRC,3,kazan5500_2016_05_31_HP_A_L03_162HP
Cationic antimicrobial peptides,Lipid A modification,PMRF,2,kazan5500_2016_05_31_HP_A_L03_162HP
Cationic antimicrobial peptides,Polymyxin B resistance regulator,PMRB,2,kazan5500_2016_05_31_HP_A_L03_162HP
Elfamycins,EF-Tu inhibition,TUFAB,44,kazan5500_2016_05_31_HP_A_L03_162HP
Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRA,6,kazan5500_2016_05_31_HP_A_L03_162HP
Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRB,5,kazan5500_2016_05_31_HP_A_L03_162HP
Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,PARC,3,kazan5500_2016_05_31_HP_A_L03_162HP
Fluoroquinolones,Quinolone resistance protein Qnr,QNRS,1,kazan5500_2016_05_31_HP_A_L03_162HP
Glycopeptides,VanG-type resistance protein,VANG,1,kazan5500_2016_05_31_HP_A_L03_162HP
Lipopeptides,Daptomycin-resistant cls,CLS,1,kazan5500_2016_05_31_HP_A_L03_162HP
MLS,23S rRNA methyltransferases,ERM,4,kazan5500_2016_05_31_HP_A_L03_162HP
MLS,23S rRNA methyltransferases,ERMB,5,kazan5500_2016_05_31_HP_A_L03_162HP
MLS,23S rRNA methyltransferases,ERMF,691,kazan5500_2016_05_31_HP_A_L03_162HP
MLS,23S rRNA methyltransferases,ERMX,1,kazan5500_2016_05_31_HP_A_L03_162HP
MLS,Macrolide phosphotransferases,MPHA,3,kazan5500_2016_05_31_HP_A_L03_162HP
MLS,Macrolide resistance efflux pumps,MEFA,2,kazan5500_2016_05_31_HP_A_L03_162HP
Multi-drug resistance,MDR mutant porin proteins,OMPF,1,kazan5500_2016_05_31_HP_A_L03_162HP
Multi-drug resistance,MDR regulator,ASMA,3,kazan5500_2016_05_31_HP_A_L03_162HP
Multi-drug resistance,MDR regulator,CRP,2,kazan5500_2016_05_31_HP_A_L03_162HP
Multi-drug resistance,MDR regulator,EVGS,4,kazan5500_2016_05_31_HP_A_L03_162HP
Multi-drug resistance,MDR regulator,GADX,1,kazan5500_2016_05_31_HP_A_L03_162HP
Multi-drug resistance,MDR regulator,HNS,1,kazan5500_2016_05_31_HP_A_L03_162HP
Multi-drug resistance,MDR regulator,MTRA,1,kazan5500_2016_05_31_HP_A_L03_162HP
Multi-drug resistance,MDR regulator,PHOQ,3,kazan5500_2016_05_31_HP_A_L03_162HP
Multi-drug resistance,MDR regulator,SOXS,2,kazan5500_2016_05_31_HP_A_L03_162HP
Multi-drug resistance,Multi-drug efflux pumps,EMRB,2,kazan5500_2016_05_31_HP_A_L03_162HP
Multi-drug resistance,Multi-drug efflux pumps,EMRY,1,kazan5500_2016_05_31_HP_A_L03_162HP
Multi-drug resistance,Multi-drug efflux pumps,MDFA,1,kazan5500_2016_05_31_HP_A_L03_162HP
Multi-drug resistance,Multi-drug efflux pumps,MDTA,1,kazan5500_2016_05_31_HP_A_L03_162HP
Multi-drug resistance,Multi-drug efflux pumps,MDTC,5,kazan5500_2016_05_31_HP_A_L03_162HP
Multi-drug resistance,Multi-drug efflux pumps,MDTD,3,kazan5500_2016_05_31_HP_A_L03_162HP
Multi-drug resistance,Multi-drug efflux pumps,MDTG,2,kazan5500_2016_05_31_HP_A_L03_162HP
Multi-drug resistance,Multi-drug efflux pumps,MDTH,2,kazan5500_2016_05_31_HP_A_L03_162HP
Multi-drug resistance,Multi-drug efflux pumps,MDTK,2,kazan5500_2016_05_31_HP_A_L03_162HP
Multi-drug resistance,Multi-drug efflux pumps,MDTL,2,kazan5500_2016_05_31_HP_A_L03_162HP
Multi-drug resistance,Multi-drug efflux pumps,MDTN,1,kazan5500_2016_05_31_HP_A_L03_162HP
Multi-drug resistance,Multi-drug efflux pumps,MDTO,2,kazan5500_2016_05_31_HP_A_L03_162HP
Multi-drug resistance,Multi-drug efflux pumps,MDTP,1,kazan5500_2016_05_31_HP_A_L03_162HP
Multi-drug resistance,Multi-drug efflux pumps,MSBA,2,kazan5500_2016_05_31_HP_A_L03_162HP
Multi-drug resistance,Multi-drug efflux pumps,OQXB,1,kazan5500_2016_05_31_HP_A_L03_162HP
Multi-drug resistance,Multi-drug efflux pumps,TOLC,1,kazan5500_2016_05_31_HP_A_L03_162HP
Phenicol,Chloramphenicol acetyltransferases,CAT,3,kazan5500_2016_05_31_HP_A_L03_162HP
Phenicol,Chloramphenicol acetyltransferases,CATB,1,kazan5500_2016_05_31_HP_A_L03_162HP
Phenicol,Chloramphenicol acetyltransferases,CATP,5,kazan5500_2016_05_31_HP_A_L03_162HP
Rifampin,Rifampin-resistant beta-subunit of RNA polymerase RpoB,RPOB,27,kazan5500_2016_05_31_HP_A_L03_162HP
Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,FOLP,1,kazan5500_2016_05_31_HP_A_L03_162HP
Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,SULI,1,kazan5500_2016_05_31_HP_A_L03_162HP
Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,SULII,1,kazan5500_2016_05_31_HP_A_L03_162HP
Tetracyclines,Tetracycline inactivation enzymes,TETX,55,kazan5500_2016_05_31_HP_A_L03_162HP
Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETB,2,kazan5500_2016_05_31_HP_A_L03_162HP
Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETD,1,kazan5500_2016_05_31_HP_A_L03_162HP
Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETL,1,kazan5500_2016_05_31_HP_A_L03_162HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TET32,192,kazan5500_2016_05_31_HP_A_L03_162HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TET40,9,kazan5500_2016_05_31_HP_A_L03_162HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETM,13,kazan5500_2016_05_31_HP_A_L03_162HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETO,499,kazan5500_2016_05_31_HP_A_L03_162HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETQ,646,kazan5500_2016_05_31_HP_A_L03_162HP
Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETW,937,kazan5500_2016_05_31_HP_A_L03_162HP
Trimethoprim,Dihydrofolate reductase,DFRF,6,kazan5500_2016_05_31_HP_A_L03_162HP
Trimethoprim,Dihydrofolate reductase,DHFR,1,kazan5500_2016_05_31_HP_A_L03_162HP
Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,PARE,87,kazan5500_2016_05_31_HP_A_L03_160HP
Aminoglycosides,Aminoglycoside efflux pumps,ACRD,185,kazan5500_2016_05_31_HP_A_L03_160HP
Aminoglycosides,Aminoglycoside efflux pumps,ACRE,87,kazan5500_2016_05_31_HP_A_L03_160HP
Aminoglycosides,Aminoglycoside efflux pumps,ACRF,237,kazan5500_2016_05_31_HP_A_L03_160HP
Aminoglycosides,Aminoglycoside efflux regulator,ACRS,61,kazan5500_2016_05_31_HP_A_L03_160HP
Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME,5,kazan5500_2016_05_31_HP_A_L03_160HP
Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT6,1,kazan5500_2016_05_31_HP_A_L03_160HP
Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-DPRIME,2,kazan5500_2016_05_31_HP_A_L03_160HP
Aminoglycosides,Aminoglycoside O-phosphotransferases,APH6,4,kazan5500_2016_05_31_HP_A_L03_160HP
Bacitracin,Undecaprenyl pyrophosphate phosphatase,BACA,50,kazan5500_2016_05_31_HP_A_L03_160HP
betalactams,Class A betalactamases,CBLA,1,kazan5500_2016_05_31_HP_A_L03_160HP
betalactams,Class A betalactamases,CEPA,1,kazan5500_2016_05_31_HP_A_L03_160HP
betalactams,Class A betalactamases,CFX,13,kazan5500_2016_05_31_HP_A_L03_160HP
betalactams,Class A betalactamases,CTX,3,kazan5500_2016_05_31_HP_A_L03_160HP
betalactams,Class A betalactamases,LEN,3,kazan5500_2016_05_31_HP_A_L03_160HP
betalactams,Class A betalactamases,TEM,519,kazan5500_2016_05_31_HP_A_L03_160HP
betalactams,Class A betalactamases,VEB,9,kazan5500_2016_05_31_HP_A_L03_160HP
betalactams,Class C betalactamases,BLAEC,62,kazan5500_2016_05_31_HP_A_L03_160HP
betalactams,Mutant porin proteins,OMP36,6,kazan5500_2016_05_31_HP_A_L03_160HP
betalactams,Penicillin binding protein,AMPH,75,kazan5500_2016_05_31_HP_A_L03_160HP
betalactams,Penicillin binding protein,PBP2,82,kazan5500_2016_05_31_HP_A_L03_160HP
betalactams,Penicillin binding protein,PBP2B,1,kazan5500_2016_05_31_HP_A_L03_160HP
betalactams,Penicillin binding protein,PBP4B,63,kazan5500_2016_05_31_HP_A_L03_160HP
Cationic antimicrobial peptides,Lipid A modification,ARNA,110,kazan5500_2016_05_31_HP_A_L03_160HP
Cationic antimicrobial peptides,Lipid A modification,PMRC,168,kazan5500_2016_05_31_HP_A_L03_160HP
Cationic antimicrobial peptides,Lipid A modification,PMRF,83,kazan5500_2016_05_31_HP_A_L03_160HP
Cationic antimicrobial peptides,Polymyxin B resistance regulator,pmrA,58,kazan5500_2016_05_31_HP_A_L03_160HP
Cationic antimicrobial peptides,Polymyxin B resistance regulator,PMRB,73,kazan5500_2016_05_31_HP_A_L03_160HP
Cationic antimicrobial peptides,Polymyxin-resistant phoP,phoP,23,kazan5500_2016_05_31_HP_A_L03_160HP
Elfamycins,EF-Tu inhibition,TUFAB,304,kazan5500_2016_05_31_HP_A_L03_160HP
Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRA,135,kazan5500_2016_05_31_HP_A_L03_160HP
Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRB,169,kazan5500_2016_05_31_HP_A_L03_160HP
Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,PARC,147,kazan5500_2016_05_31_HP_A_L03_160HP
Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,parE,78,kazan5500_2016_05_31_HP_A_L03_160HP
Fluoroquinolones,Quinolone resistance protein Qnr,QNRB,1,kazan5500_2016_05_31_HP_A_L03_160HP
Fosfomycin,Fosfomycin thiol transferases,FOSA,2,kazan5500_2016_05_31_HP_A_L03_160HP
Lipopeptides,Daptomycin-resistant cls,CLS,3,kazan5500_2016_05_31_HP_A_L03_160HP
MLS,23S rRNA methyltransferases,ERM,13,kazan5500_2016_05_31_HP_A_L03_160HP
MLS,23S rRNA methyltransferases,ERMB,152,kazan5500_2016_05_31_HP_A_L03_160HP
MLS,23S rRNA methyltransferases,ERMF,4,kazan5500_2016_05_31_HP_A_L03_160HP
MLS,23S rRNA methyltransferases,ERMT,3,kazan5500_2016_05_31_HP_A_L03_160HP
MLS,Macrolide phosphotransferases,MPHA,123,kazan5500_2016_05_31_HP_A_L03_160HP
MLS,Macrolide resistance efflux pumps,MEFA,4,kazan5500_2016_05_31_HP_A_L03_160HP
MLS,Macrolide resistance efflux pumps,MSRC,4,kazan5500_2016_05_31_HP_A_L03_160HP
Multi-drug resistance,MDR mutant porin proteins,omp36,1,kazan5500_2016_05_31_HP_A_L03_160HP
Multi-drug resistance,MDR mutant porin proteins,OMPF,49,kazan5500_2016_05_31_HP_A_L03_160HP
Multi-drug resistance,MDR regulator,ACRR,7,kazan5500_2016_05_31_HP_A_L03_160HP
Multi-drug resistance,MDR regulator,ASMA,91,kazan5500_2016_05_31_HP_A_L03_160HP
Multi-drug resistance,MDR regulator,BAER,22,kazan5500_2016_05_31_HP_A_L03_160HP
Multi-drug resistance,MDR regulator,BAES,32,kazan5500_2016_05_31_HP_A_L03_160HP
Multi-drug resistance,MDR regulator,CPXA,41,kazan5500_2016_05_31_HP_A_L03_160HP
Multi-drug resistance,MDR regulator,CPXAR,84,kazan5500_2016_05_31_HP_A_L03_160HP
Multi-drug resistance,MDR regulator,CRP,49,kazan5500_2016_05_31_HP_A_L03_160HP
Multi-drug resistance,MDR regulator,EMRR,21,kazan5500_2016_05_31_HP_A_L03_160HP
Multi-drug resistance,MDR regulator,EVGA,14,kazan5500_2016_05_31_HP_A_L03_160HP
Multi-drug resistance,MDR regulator,EVGS,207,kazan5500_2016_05_31_HP_A_L03_160HP
Multi-drug resistance,MDR regulator,GADX,58,kazan5500_2016_05_31_HP_A_L03_160HP
Multi-drug resistance,MDR regulator,HNS,15,kazan5500_2016_05_31_HP_A_L03_160HP
Multi-drug resistance,MDR regulator,MARA,24,kazan5500_2016_05_31_HP_A_L03_160HP
Multi-drug resistance,MDR regulator,MARR,12,kazan5500_2016_05_31_HP_A_L03_160HP
Multi-drug resistance,MDR regulator,PHOQ,77,kazan5500_2016_05_31_HP_A_L03_160HP
Multi-drug resistance,MDR regulator,RAMR,7,kazan5500_2016_05_31_HP_A_L03_160HP
Multi-drug resistance,MDR regulator,SOXS,26,kazan5500_2016_05_31_HP_A_L03_160HP
Multi-drug resistance,Multi-drug efflux pumps,ACRB,24,kazan5500_2016_05_31_HP_A_L03_160HP
Multi-drug resistance,Multi-drug efflux pumps,ADEC,6,kazan5500_2016_05_31_HP_A_L03_160HP
Multi-drug resistance,Multi-drug efflux pumps,EMRA,50,kazan5500_2016_05_31_HP_A_L03_160HP
Multi-drug resistance,Multi-drug efflux pumps,EMRB,91,kazan5500_2016_05_31_HP_A_L03_160HP
Multi-drug resistance,Multi-drug efflux pumps,EMRD,8,kazan5500_2016_05_31_HP_A_L03_160HP
Multi-drug resistance,Multi-drug efflux pumps,EMRK,38,kazan5500_2016_05_31_HP_A_L03_160HP
Multi-drug resistance,Multi-drug efflux pumps,EMRY,87,kazan5500_2016_05_31_HP_A_L03_160HP
Multi-drug resistance,Multi-drug efflux pumps,MDFA,55,kazan5500_2016_05_31_HP_A_L03_160HP
Multi-drug resistance,Multi-drug efflux pumps,MDTA,65,kazan5500_2016_05_31_HP_A_L03_160HP
Multi-drug resistance,Multi-drug efflux pumps,MDTB,113,kazan5500_2016_05_31_HP_A_L03_160HP
Multi-drug resistance,Multi-drug efflux pumps,MDTC,356,kazan5500_2016_05_31_HP_A_L03_160HP
Multi-drug resistance,Multi-drug efflux pumps,MDTD,71,kazan5500_2016_05_31_HP_A_L03_160HP
Multi-drug resistance,Multi-drug efflux pumps,MDTE,61,kazan5500_2016_05_31_HP_A_L03_160HP
Multi-drug resistance,Multi-drug efflux pumps,MDTG,65,kazan5500_2016_05_31_HP_A_L03_160HP
Multi-drug resistance,Multi-drug efflux pumps,MDTH,55,kazan5500_2016_05_31_HP_A_L03_160HP
Multi-drug resistance,Multi-drug efflux pumps,MDTK,79,kazan5500_2016_05_31_HP_A_L03_160HP
Multi-drug resistance,Multi-drug efflux pumps,MDTL,64,kazan5500_2016_05_31_HP_A_L03_160HP
Multi-drug resistance,Multi-drug efflux pumps,MDTN,58,kazan5500_2016_05_31_HP_A_L03_160HP
Multi-drug resistance,Multi-drug efflux pumps,MDTO,139,kazan5500_2016_05_31_HP_A_L03_160HP
Multi-drug resistance,Multi-drug efflux pumps,MDTP,66,kazan5500_2016_05_31_HP_A_L03_160HP
Multi-drug resistance,Multi-drug efflux pumps,MEXB,5,kazan5500_2016_05_31_HP_A_L03_160HP
Multi-drug resistance,Multi-drug efflux pumps,MEXE,9,kazan5500_2016_05_31_HP_A_L03_160HP
Multi-drug resistance,Multi-drug efflux pumps,MSBA,2,kazan5500_2016_05_31_HP_A_L03_160HP
Multi-drug resistance,Multi-drug efflux pumps,OQXA,13,kazan5500_2016_05_31_HP_A_L03_160HP
Multi-drug resistance,Multi-drug efflux pumps,OQXB,46,kazan5500_2016_05_31_HP_A_L03_160HP
Multi-drug resistance,Multi-drug efflux pumps,PHOP,22,kazan5500_2016_05_31_HP_A_L03_160HP
Multi-drug resistance,Multi-drug efflux pumps,sme,3,kazan5500_2016_05_31_HP_A_L03_160HP
